Item,Pallet No.,SeriBl No,Pmax(W),Voc(V),Isc(B),Ipm(B),Vpm(V),FF,Order,Pallet Order,Exclude,UUID,Inverter,String
848,22,H1NE07022,336.4,70.8,6.083,5.662,59.41,78.15,2011,19,0,2544,6,F5
849,22,H1NE06951,333.9,70.6,6.05,5.629,59.31,78.12,759,19,0,2547,6,F5
850,22,H1NE07028,336.1,70.8,6.075,5.654,59.44,78.12,1740,19,0,2550,6,F5
851,22,H1NE06974,334.6,70.8,6.071,5.625,59.49,77.82,671,19,0,2553,6,F6
852,22,H1NE07032,335.5,70.7,6.057,5.648,59.41,78.34,1446,19,0,2556,6,F6
853,22,H1NE07029,333,70.6,6.048,5.628,59.17,77.99,732,19,0,2559,6,F6
854,22,H1NE07002,334.9,71,6.062,5.646,59.32,77.87,1345,19,0,2562,6,F6
855,22,H1NE07036,334.7,70.8,6.063,5.624,59.51,78,646,19,0,2565,6,F6
856,22,H1NE06970,334.5,70.7,6.076,5.626,59.46,77.82,695,19,0,2568,6,F6
857,22,H1NE06981,333.9,70.8,6.054,5.614,59.48,77.87,270,19,0,2571,6,F6
858,22,H1NE06982,333.8,70.7,6.056,5.618,59.42,77.95,425,19,0,2574,6,F6
859,22,H1NE06987,333.9,70.8,6.099,5.617,59.43,77.36,386,19,0,2577,6,F6
860,22,H1NE06979,337.3,70.9,6.094,5.657,59.63,78.07,1859,19,0,2580,6,F6
861,22,H1NE06992,333.7,70.7,6.08,5.621,59.37,77.64,554,19,0,2583,6,F6
862,22,H1NE06948,338,70.9,6.087,5.666,59.65,78.32,2088,19,1,2586,6,F6
863,22,H1NE06985,337.1,70.9,6.079,5.661,59.55,78.24,1994,19,0,2589,6,F6
864,22,H1NE06996,333.4,70.7,6.053,5.621,59.31,77.91,548,19,0,2592,6,F6
865,22,H1NE06990,337.1,70.8,6.073,5.664,59.53,78.4,2059,19,0,2595,6,F7
866,22,H1NE07007,335.9,70.9,6.066,5.643,59.52,78.09,1188,19,0,2598,6,F7
867,22,H1NE06994,336.7,70.8,6.106,5.66,59.48,77.9,1963,19,0,2601,6,F7
868,22,H1NE07006,333.4,70.8,6.034,5.611,59.41,78.07,175,19,0,2604,6,F7
869,22,H1NE06995,333.6,70.8,6.072,5.652,59.02,77.61,1614,19,0,2607,6,F7
870,22,H1NE07009,333.4,70.7,6.05,5.615,59.37,77.93,301,19,0,2610,6,F7
871,22,H1NE06999,336.2,70.9,6.05,5.649,59.52,78.38,1503,19,0,2613,6,F7
872,22,H1NE06998,333.5,70.8,6.052,5.614,59.4,77.85,266,19,0,2616,6,F7
873,22,H1NE06902,336.3,70.8,6.072,5.647,59.56,78.23,1405,19,0,2619,6,F7
874,22,H1NE07008,336,70.9,6.061,5.642,59.56,78.19,1145,19,0,2622,6,F7
875,22,H1NE06984,336.9,70.9,6.081,5.658,59.55,78.14,1897,19,0,2625,6,F7
876,22,H1NE06988,336.9,70.8,6.076,5.661,59.51,78.28,1993,19,0,2628,6,F7
877,22,H1NE06991,336.9,70.9,6.062,5.65,59.63,78.36,1556,19,0,2631,6,F7
878,22,H1NE06973,334.6,70.7,6.064,5.63,59.43,78.04,783,19,0,2634,6,F7
879,22,H1NE06976,334,70.8,6.063,5.619,59.44,77.81,478,19,0,2637,6,F8
880,22,GZNE29696,335.2,70.7,6.073,5.664,59.19,78.11,2042,19,0,2640,6,F8
881,23,H1NE05432,333,70.5,6.068,5.631,59.14,77.88,796,27,0,2643,6,F8
882,23,H1NE05449,334.6,70.7,6.089,5.664,59.07,77.75,2039,27,0,2646,6,F8
883,23,H1NE05455,333.1,70.5,6.084,5.634,59.11,77.67,881,27,0,2649,6,F8
884,23,H1NE05453,336.2,70.7,6.107,5.668,59.3,77.83,2104,27,0,2652,6,F8
885,23,H1NE05456,333,70.5,6.088,5.632,59.13,77.56,820,27,0,2655,6,F8
886,23,H1NE05435,335.6,70.5,6.098,5.673,59.16,78.05,2153,27,0,2658,6,F8
887,23,H1NE05439,333,70.4,6.067,5.637,59.08,77.95,960,27,0,2661,6,F8
888,23,H1NE05437,335.4,70.5,6.097,5.665,59.2,78,2069,27,0,2664,6,F8
889,23,H1NE05441,332.6,70.5,6.085,5.632,59.05,77.55,816,27,0,2667,6,F8
890,23,H1NE05367,335.7,70.7,6.101,5.663,59.28,77.81,2027,27,0,2670,6,F8
891,23,H1NE05444,332.8,70.6,6.068,5.627,59.15,77.69,705,27,0,2673,6,F8
892,23,H1NE05459,335.3,70.6,6.094,5.67,59.14,77.97,2126,27,0,2676,6,F8
893,23,H1NE05461,335.5,70.4,6.094,5.671,59.15,78.15,2138,27,0,2679,6,F9
894,23,H1NE05463,335.2,70.7,6.083,5.661,59.21,77.93,1979,27,0,2682,6,F9
895,23,H1NE05468,332.7,70.5,6.07,5.634,59.05,77.8,877,27,0,2685,6,F9
896,23,H1NE05447,334.8,70.7,6.084,5.657,59.19,77.9,1833,27,0,2688,6,F9
897,23,H1NE05394,334.7,70.5,6.087,5.655,59.19,77.95,1763,27,0,2691,6,F9
898,23,H1NE05396,334.2,70.5,6.085,5.653,59.12,77.95,1661,27,0,2694,6,F9
899,23,H1NE05388,332.6,70.5,6.081,5.626,59.12,77.59,684,27,0,2697,6,F9
900,23,H1NE05404,333.3,70.6,6.065,5.629,59.2,77.83,755,27,0,2700,6,F9
901,23,H1NE05400,331.5,70.3,6.065,5.636,58.81,77.71,917,27,0,2703,6,F9
902,23,H1NE05406,335,70.5,6.105,5.663,59.17,77.8,2019,27,0,2706,6,F9
903,23,H1NE05402,333,70.5,6.082,5.632,59.13,77.73,821,27,0,2709,6,F9
904,23,H1NE05407,335.6,70.5,6.108,5.671,59.18,77.97,2139,27,0,2712,6,F9
905,23,H1NE05403,333.1,70.5,6.067,5.632,59.13,77.88,822,27,0,2715,6,F9
906,23,H1NE05405,335.5,70.6,6.096,5.664,59.23,77.98,2047,27,0,2718,6,F9
907,23,H1NE05409,333.3,70.6,6.071,5.631,59.19,77.75,801,27,0,2721,6,F10
908,23,H1NE05408,335.6,70.6,6.087,5.666,59.23,78.12,2082,27,0,2724,6,F10
909,23,H1NE05412,333.1,70.5,6.07,5.631,59.16,77.8,797,27,0,2727,6,F10
910,23,H1NE05410,333,70.5,6.06,5.633,59.12,77.96,853,27,0,2730,6,F10
911,23,H1NE05413,335.4,70.6,6.11,5.669,59.17,77.79,2116,27,0,2733,6,F10
912,23,H1NE05420,333,70.4,6.074,5.637,59.08,77.87,961,27,0,2736,6,F10
913,23,H1NE05411,334.1,70.5,6.097,5.674,58.88,77.76,2156,27,0,2739,6,F10
914,23,H1NE05422,332.7,70.4,6.088,5.635,59.05,77.69,906,27,0,2742,6,F10
915,23,H1NE05414,335.5,70.6,6.093,5.667,59.21,77.96,2090,27,0,2745,6,F10
916,23,H1NE05418,331.3,70.3,6.062,5.634,58.81,77.7,862,27,0,2748,6,F10
917,23,H1NE05416,335.9,70.8,6.099,5.662,59.32,77.81,2008,27,0,2751,6,F10
918,23,H1NE05424,335.8,70.5,6.11,5.671,59.21,77.95,2140,27,0,2754,6,F10
919,23,H1NE05419,332.7,70.3,6.072,5.638,59.01,77.96,987,27,0,2757,6,F10
920,23,GZNE28451,332.9,70.5,6.104,5.637,59.05,77.35,959,27,0,2760,6,F10
921,24,H1NE05302,331.6,70.6,6.082,5.626,58.94,77.25,678,21,0,2763,6,F11
922,24,H1NE05306,334.5,70.6,6.1,5.657,59.14,77.7,1831,21,0,2766,6,F11
923,24,H1NE05311,335.6,70.8,6.08,5.654,59.35,77.91,1730,21,0,2769,6,F11
924,24,H1NE05307,332.5,70.5,6.076,5.633,59.03,77.64,851,21,0,2772,6,F11
925,24,H1NE05318,335,70.7,6.096,5.658,59.21,77.74,1878,21,0,2775,6,F11
926,24,H1NE05312,333.3,70.7,6.072,5.625,59.26,77.63,665,21,0,2778,6,F11
927,24,H1NE05314,332.8,70.6,6.077,5.628,59.13,77.57,730,21,0,2781,6,F11
928,24,H1NE05272,335.4,70.8,6.075,5.656,59.3,77.97,1812,21,0,2784,6,F11
929,24,H1NE05310,333.1,70.7,6.079,5.627,59.2,77.53,707,21,0,2787,6,F11
930,24,H1NE05308,331.7,70.6,6.059,5.622,59,77.49,557,21,0,2790,6,F11
931,24,H1NE05332,336,70.9,6.069,5.66,59.36,78.14,1961,21,0,2793,6,F11
932,24,H1NE05317,333.2,70.6,6.079,5.631,59.18,77.63,799,21,0,2796,6,F11
933,24,H1NE05333,335.8,70.9,6.082,5.655,59.37,77.89,1778,21,0,2799,6,F11
934,24,H1NE05315,332.9,70.5,6.096,5.634,59.09,77.41,879,21,0,2802,6,F11
