Item,Pallet No.,Serial No,Pmax(W),Voc(V),Isc(A),Ipm(A),Vpm(V),FF,Order,Pallet Order,Exclude,UUID,Inverter,String
1717,43,H2NH02510,331.8,70.3,6.069,5.654,58.68,77.78,1697,45,0,5151,07,N56
1718,43,H2NH02520,332.2,70.4,6.049,5.64,58.9,78.05,1054,45,0,5154,07,N56
1719,43,H2NH02491,331.4,70.4,6.068,5.642,58.73,77.61,1112,45,0,5157,07,N56
1720,43,GXNH05395,332,70.7,6.037,5.624,59.03,77.79,626,45,0,5160,05,N27
1721,44,H2NH02518,331.4,70.2,6.053,5.642,58.74,77.97,1113,46,0,5163,07,N56
1722,44,H2NH02517,330.6,70.2,6.049,5.639,58.63,77.91,995,46,0,5166,07,N56
1723,44,H2NH02516,331.8,70.3,6.073,5.645,58.78,77.77,1256,46,0,5169,07,N56
1724,44,H2NH02515,332.2,70.3,6.054,5.649,58.8,78.09,1468,46,0,5172,07,N56
1725,44,H2NH02514,331,70.2,6.081,5.651,58.56,77.54,1557,46,0,5175,06,N48
1726,44,H2NH02488,332.5,70.4,6.05,5.644,58.91,78.05,1219,46,0,5178,07,N56
1727,44,H2NH02485,331.8,70.4,6.065,5.644,58.79,77.7,1199,46,0,5181,06,N48
1728,44,H2NH02494,331.3,70.3,6.06,5.653,58.6,77.78,1651,46,0,5184,06,N48
1729,44,H2NH02496,331.9,70.3,6.082,5.65,58.75,77.68,1512,46,0,5187,06,N48
1730,44,H2NH02489,332,70.4,6.077,5.642,58.84,77.63,1120,46,0,5190,06,N48
1731,44,H2NH02492,331.4,70.3,6.047,5.644,58.71,77.91,1194,46,0,5193,06,N48
1732,44,H2NH02502,333.3,70.4,6.074,5.651,58.98,77.9,1571,46,0,5196,06,N48
1733,44,H2NH02503,331.5,70.3,6.066,5.639,58.79,77.7,1001,46,0,5199,06,N48
1734,44,H2NH02497,331.9,70.2,6.084,5.652,58.72,77.73,1607,46,0,5202,06,N48
1735,44,H2NH02498,332.9,70.3,6.086,5.65,58.92,77.8,1522,46,0,5205,06,N48
1736,44,H2NH02499,332.7,70.5,6.075,5.639,58.99,77.7,1027,46,0,5208,06,N48
1737,44,H2NH02500,332.1,70.4,6.062,5.641,58.87,77.79,1087,46,0,5211,06,N48
1738,44,H2NH02501,332.6,70.5,6.076,5.636,59.02,77.62,926,46,0,5214,06,N48
1739,44,H2NH02505,332.2,70.4,6.057,5.642,58.88,77.94,1125,46,0,5217,06,N42
1740,44,H2NH02506,331.8,70.4,6.068,5.638,58.86,77.72,973,46,0,5220,06,N42
1741,44,H2NH02495,331.7,70.2,6.068,5.645,58.77,77.85,1254,46,0,5223,06,N42
1742,44,H2NH02482,331.7,70.3,6.061,5.635,58.86,77.81,893,46,0,5226,06,N42
1743,44,H2NH02335,332.6,70.4,6.055,5.647,58.89,78.06,1378,46,0,5229,06,N42
1744,44,H2NH02441,332.8,70.3,6.067,5.653,58.86,78.07,1654,46,0,5232,06,N42
1745,44,H2NH02442,331.8,70.3,6.073,5.641,58.81,77.68,1081,46,0,5235,06,N42
1746,44,H2NH02443,332.6,70.4,6.057,5.645,58.91,77.97,1276,46,0,5238,06,N42
1747,44,H2NH02447,332.1,70.5,6.057,5.635,58.93,77.79,896,46,0,5241,06,N42
1748,44,H2NH02448,332,70.5,6.069,5.637,58.9,77.63,947,46,0,5244,06,N42
1749,44,H2NH02449,331.6,70.5,6.06,5.637,58.84,77.58,940,46,0,5247,06,N42
1750,44,H2NH02444,332.4,70.4,6.045,5.644,58.9,78.1,1217,46,0,5250,06,N42
1751,44,H2NH02445,332.5,70.5,6.071,5.646,58.89,77.73,1326,46,0,5253,06,N42
1752,44,H2NH02475,332.6,70.4,6.058,5.648,58.89,78.03,1424,46,0,5256,06,N46
1753,44,H2NH02476,332.7,70.4,6.06,5.648,58.91,78.01,1425,46,0,5259,06,N46
1754,44,H2NH02477,332.3,70.3,6.072,5.649,58.83,77.85,1469,46,0,5262,06,N46
1755,44,H2NH02478,331.1,70.3,6.066,5.633,58.77,77.61,836,46,0,5265,06,N46
1756,44,H2NH02336,332.5,70.4,6.069,5.647,58.87,77.81,1376,46,0,5268,06,N46
1757,44,H2NH02451,331.5,70.4,6.06,5.643,58.74,77.68,1152,46,0,5271,06,N46
1758,44,H2NH02456,332.1,70.3,6.071,5.655,58.73,77.8,1746,46,0,5274,06,N51
1759,44,H2NH02453,331.2,70.2,6.066,5.646,58.65,77.78,1305,46,0,5277,06,N46
1760,44,GXNH05394,331.6,70.6,6.038,5.62,59.01,77.84,486,46,0,5280,06,N44
1761,45,H2NH02609,332.3,70.3,6.061,5.65,58.82,78,1515,47,0,5283,06,N46
1762,45,H2NH02556,331.8,70.3,6.077,5.644,58.79,77.66,1200,47,0,5286,06,N46
1763,45,H2NH02571,332.9,70.3,6.066,5.649,58.92,78.02,1478,47,0,5289,06,N46
1764,45,H2NH02567,332.7,70.5,6.059,5.641,58.97,77.91,1098,47,0,5292,06,N46
1765,45,H2NH02566,332.9,70.4,6.072,5.65,58.92,77.93,1523,47,0,5295,06,N46
1766,45,H2NH02586,331,70.3,6.049,5.638,58.71,77.85,966,47,0,5298,06,N46
1767,45,H2NH02597,331.5,70.4,6.04,5.639,58.78,77.96,1002,47,0,5301,06,N44
1768,45,H2NH02580,332.5,70.4,6.062,5.647,58.88,77.93,1377,47,0,5304,06,N47
1769,45,H2NH02596,331.8,70.3,6.062,5.644,58.79,77.81,1201,47,0,5307,06,N47
1770,45,H2NH02595,331.7,70.2,6.058,5.647,58.74,77.95,1364,47,0,5310,06,N47
1771,45,H2NH02594,332.4,70.3,6.061,5.645,58.88,78.06,1269,47,0,5313,06,N47
1772,45,H2NH02591,333.4,70.4,6.055,5.645,59.05,78.19,1286,47,0,5316,06,N47
1773,45,H2NH02582,332.4,70.2,6.083,5.654,58.8,77.84,1699,47,0,5319,06,N51
1774,45,H2NH02589,331.7,70.4,6.059,5.636,58.86,77.79,920,47,0,5322,06,N44
1775,45,H2NH02587,332.6,70.3,6.055,5.644,58.93,78.1,1225,47,0,5325,06,N47
1776,45,H2NH02588,332,70.3,6.051,5.633,58.94,78.01,845,47,0,5328,06,N44
1777,45,H2NH02579,332.6,70.6,6.054,5.636,59.01,77.81,927,47,0,5331,06,N44
1778,45,H2NH02584,331.9,70.2,6.073,5.647,58.77,77.8,1365,47,0,5334,06,N47
1779,45,H2NH02546,333.1,70.6,6.076,5.641,59.06,77.66,1105,47,0,5337,06,N47
1780,45,H2NH02585,332,70.2,6.072,5.645,58.81,77.85,1257,47,0,5340,06,N47
1781,45,H2NH02629,331.3,70.4,6.077,5.635,58.79,77.43,888,47,0,5343,06,N44
1782,45,H2NH02640,332,70.4,6.062,5.648,58.78,77.75,1411,47,0,5346,06,N47
1783,45,H2NH02642,331.5,70.4,6.086,5.651,58.66,77.37,1560,47,0,5349,06,N47
1784,45,H2NH02644,331.6,70.4,6.071,5.645,58.73,77.61,1253,47,0,5352,06,N47
1785,45,H2NH02645,331.7,70.2,6.086,5.657,58.64,77.68,1825,47,0,5355,06,N51
1786,45,H2NH02648,331,70.4,6.075,5.65,58.58,77.39,1506,47,0,5358,06,N47
1787,45,H2NH02647,331,70.4,6.088,5.645,58.64,77.2,1251,47,0,5361,06,N50
1788,45,H2NH02630,332.7,70.6,6.07,5.637,59.02,77.63,956,47,0,5364,06,N44
1789,45,H2NH02649,331.6,70.4,6.082,5.656,58.63,77.43,1788,47,0,5367,06,N51
1790,45,H2NH02650,331.4,70.4,6.066,5.646,58.7,77.61,1307,47,0,5370,06,N50
1791,45,H2NH02651,332,70.4,6.077,5.647,58.8,77.59,1367,47,0,5373,06,N50
1792,45,H2NH02656,331.6,70.4,6.068,5.639,58.8,77.62,1003,47,0,5376,06,N44
1793,45,H2NH02637,332.1,70.5,6.056,5.654,58.73,77.83,1698,47,0,5379,06,N51
1794,45,H2NH02638,332.1,70.4,6.059,5.651,58.77,77.81,1563,47,0,5382,06,N50
1795,45,H2NH02639,331.6,70.4,6.062,5.654,58.65,77.76,1696,47,0,5385,06,N51
1796,45,H2NH02598,332.5,70.5,6.064,5.639,58.96,77.74,1023,47,0,5388,05,N31
1797,45,H2NH02593,333.1,70.4,6.065,5.645,59.02,78,1285,47,0,5391,05,N29
1798,45,H2NH02507,332,70.4,6.066,5.645,58.8,77.76,1258,47,0,5394,05,N38
1799,45,H2NH02610,331.9,70.3,6.065,5.65,58.74,77.85,1513,47,0,5397,05,N39
1800,45,GXNH05373,332.6,70.8,6.054,5.625,59.13,77.64,656,47,0,5400,05,N37
1801,46,H2NH02337,333.2,70.5,6.071,5.646,59.02,77.86,1334,52,0,5403,06,N45
1802,46,H2NH02433,331.8,70.4,6.064,5.637,58.86,77.76,944,52,0,5406,06,N45
1803,46,H2NH02436,332,70.3,6.061,5.643,58.82,77.9,1159,52,0,5409,06,N45
1804,46,H2NH02389,332.4,70.4,6.06,5.633,59,77.86,849,52,0,5412,06,N40
1805,46,H2NH02390,332.5,70.4,6.069,5.644,58.92,77.8,1220,52,0,5415,06,N40
1806,46,H2NH02394,332.4,70.5,6.067,5.641,58.93,77.74,1093,52,0,5418,06,N40
1807,46,H2NH02395,332.7,70.5,6.066,5.641,58.99,77.81,1099,52,0,5421,06,N40
1808,46,H2NH02396,332.5,70.5,6.039,5.638,58.98,78.07,985,52,0,5424,06,N40
1809,46,H2NH02387,332,70.4,6.059,5.645,58.81,77.81,1259,52,0,5427,06,N40
1810,46,H2NH02391,332.6,70.5,6.072,5.637,59,77.7,954,52,0,5430,06,N40
1811,46,H2NH02392,332.8,70.5,6.059,5.639,59.01,77.91,1030,52,0,5433,06,N40
1812,46,H2NH02401,332.4,70.4,6.059,5.643,58.9,77.9,1162,52,0,5436,06,N40
1813,46,H2NH02400,331.9,70.4,6.05,5.638,58.88,77.91,977,52,0,5439,06,N40
1814,46,H2NH02402,332.5,70.4,6.05,5.644,58.91,78.02,1221,52,0,5442,06,N40
1815,46,H2NH02393,332.8,70.4,6.075,5.643,58.98,77.77,1174,52,0,5445,06,N40
1816,46,H2NH02403,331.3,70.5,6.051,5.633,58.81,77.66,837,52,0,5448,06,N40
1817,46,H2NH02404,332.4,70.4,6.064,5.642,58.92,77.83,1128,52,0,5451,13,S82
1818,46,H2NH02388,332.2,70.4,6.04,5.64,58.9,78.13,1055,52,0,5454,13,S82
1819,46,H2NH02414,332.9,70.5,6.082,5.645,58.97,77.66,1281,52,0,5457,13,S82
1820,46,H2NH02419,331.9,70.5,6.058,5.632,58.92,77.68,812,52,0,5460,13,S82
1821,46,H2NH02426,331.7,70.5,6.045,5.635,58.87,77.9,894,52,0,5463,13,S82
1822,46,H2NH02424,331.7,70.4,6.055,5.633,58.88,77.78,840,52,0,5466,13,S82
1823,46,H2NH02423,331.9,70.4,6.059,5.637,58.87,77.76,946,52,0,5469,12,S78
1824,46,H2NH02422,332.1,70.5,6.06,5.634,58.95,77.74,872,52,0,5472,12,S78
1825,46,H2NH02418,332,70.4,6.06,5.639,58.87,77.87,1009,52,0,5475,12,S78
1826,46,H2NH02425,331.7,70.5,6.059,5.638,58.83,77.66,972,52,0,5478,12,S78
1827,46,H2NH02431,332.5,70.3,6.062,5.643,58.93,78,1166,52,0,5481,12,S78
1828,46,H2NH02341,331.7,70.4,6.065,5.642,58.79,77.69,1115,52,0,5484,12,S78
1829,46,H2NH02420,332,70.4,6.037,5.633,58.94,78.15,846,52,0,5487,12,S78
1830,46,H2NH02421,331,70.4,6.073,5.621,58.89,77.41,521,52,0,5490,,
1831,46,H2NH02430,332.4,70.4,6.055,5.645,58.88,78.04,1270,52,0,5493,12,S78
1832,46,H2NH02432,331.4,70.3,6.042,5.641,58.75,78.07,1076,52,0,5496,12,S78
1833,46,H2NH02408,331.5,70.2,6.051,5.647,58.7,78.03,1361,52,0,5499,12,S78
1834,46,H2NH02399,331.4,70.4,6.051,5.637,58.78,77.82,938,52,0,5502,12,S77
1835,46,H2NH02412,332.4,70.5,6.048,5.64,58.94,77.94,1060,52,0,5505,12,S77
1836,46,H2NH02405,332.1,70.4,6.045,5.645,58.82,78.08,1261,52,0,5508,12,S77
1837,46,H2NH02411,332.2,70.4,6.061,5.637,58.92,77.8,948,52,0,5511,12,S77
1838,46,H2NH02413,332.1,70.5,6.07,5.639,58.89,77.59,1011,52,0,5514,05,N32
1839,46,H2NH02409,331.6,70.4,6.068,5.639,58.81,77.66,1004,52,0,5517,05,N34
1840,46,GXNH05390,332.9,70.7,6.051,5.632,59.1,77.87,819,52,0,5520,05,N35
1841,47,H2NH02410,332.4,70.6,6.063,5.637,58.97,77.68,952,41,0,5523,07,N68
1842,47,H2NH02342,332.1,70.4,6.057,5.639,58.89,77.87,1012,41,0,5526,07,N68
1843,47,H2NH02406,331.7,70.3,6.059,5.65,58.7,77.93,1509,41,0,5529,07,N68
1844,47,H2NH02407,332,70.3,6.05,5.648,58.78,78.12,1412,41,0,5532,07,N68
1845,47,H2NH02415,331.6,70.4,6.055,5.632,58.88,77.77,811,41,0,5535,07,N68
1846,47,H2NH02416,331.6,70.3,6.077,5.637,58.82,77.57,941,41,0,5538,07,N68
1847,47,H2NH02417,331.6,70.4,6.052,5.635,58.83,77.81,891,41,0,5541,07,N68
1848,47,H2NH02397,331.4,70.4,6.053,5.634,58.81,77.74,864,41,0,5544,07,N55
1849,47,H2NH02398,332.2,70.4,6.047,5.639,58.91,77.99,1016,41,0,5547,07,N55
1850,47,H2NH02373,332.5,70.5,6.051,5.644,58.92,78,1222,41,0,5550,07,N55
1851,47,H2NH02372,332.4,70.5,6.062,5.64,58.94,77.77,1061,41,0,5553,07,N55
1852,47,H2NH02379,332.4,70.5,6.054,5.64,58.94,77.91,1062,41,0,5556,07,N55
1853,47,H2NH02378,332,70.3,6.058,5.647,58.8,77.92,1368,41,0,5559,07,N55
1854,47,H2NH02376,332.1,70.4,6.063,5.641,58.87,77.81,1088,41,0,5562,07,N55
1855,47,H2NH02365,332.8,70.5,6.053,5.637,59.03,77.97,958,41,0,5565,07,N55
1856,47,H2NH02364,332.1,70.5,6.05,5.634,58.95,77.87,873,41,0,5568,07,N55
1857,47,H2NH02363,332.2,70.4,6.061,5.639,58.92,77.85,1017,41,0,5571,07,N55
1858,47,H2NH02377,330.7,70.3,6.053,5.633,58.7,77.66,835,41,0,5574,07,N55
1859,47,H2NH02386,332.2,70.4,6.047,5.648,58.82,78.08,1416,41,0,5577,07,N55
1860,47,H2NH02385,332,70.5,6.069,5.642,58.84,77.6,1121,41,0,5580,07,N55
1861,47,H2NH02382,332.5,70.5,6.063,5.64,58.94,77.83,1063,41,0,5583,07,N63
1862,47,H2NH02381,332.5,70.4,6.069,5.645,58.91,77.82,1274,41,0,5586,07,N63
1863,47,H2NH02380,331.6,70.4,6.071,5.634,58.85,77.58,865,41,0,5589,07,N63
1864,47,H2NH02374,331.9,70.3,6.068,5.641,58.84,77.76,1083,41,0,5592,07,N63
1865,47,H2NH02334,332.9,70.4,6.081,5.646,58.96,77.76,1330,41,0,5595,07,N63
1866,47,H2NH02356,332.3,70.4,6.068,5.645,58.87,77.84,1267,41,0,5598,07,N63
1867,47,H2NH02352,332.2,70.5,6.066,5.637,58.94,77.72,949,41,0,5601,07,N63
1868,47,H2NH02355,332.3,70.4,6.071,5.644,58.88,77.77,1215,41,0,5604,07,N63
1869,47,H2NH02354,332.4,70.5,6.057,5.639,58.95,77.88,1021,41,0,5607,07,N63
1870,47,H2NH02343,332.1,70.4,6.061,5.64,58.88,77.85,1049,41,0,5610,07,N63
1871,47,H2NH02348,331.4,70.5,6.063,5.633,58.84,77.58,838,41,0,5613,07,N63
1872,47,H2NH02347,332.3,70.4,6.076,5.639,58.92,77.66,1020,41,0,5616,07,N63
1873,47,H2NH02331,332.6,70.5,6.068,5.643,58.95,77.78,1168,41,0,5619,07,N63
1874,47,H2NH02333,332.5,70.4,6.069,5.656,58.79,77.83,1789,41,0,5622,05,N33
1875,47,H2NH02346,331.7,70.3,6.072,5.644,58.76,77.66,1198,41,0,5625,05,N33
1876,47,H2NH02332,332.9,70.4,6.066,5.651,58.92,78.01,1567,41,0,5628,05,N33
1877,47,H2NH02345,331.8,70.3,6.071,5.65,58.72,77.72,1511,41,0,5631,05,N33
1878,47,H2NH02344,332.2,70.3,6.072,5.642,58.87,77.77,1126,41,0,5634,05,N33
1879,47,H2NH02353,332.4,70.5,6.065,5.643,58.9,77.77,1163,41,0,5637,05,N33
1880,47,GXNH05389,330.5,70.6,6.008,5.602,59,77.88,20,41,0,5640,04,N78
1881,48,H2NH03043,332.3,70.6,6.059,5.637,58.95,77.74,950,53,0,5643,05,N35
1882,48,H2NH03039,331.7,70.5,6.04,5.631,58.9,77.85,787,53,0,5646,05,N35
1883,48,H2NH03056,331.5,70.4,6.048,5.638,58.79,77.85,971,53,0,5649,05,N35
1884,48,H2NH02964,331.5,70.4,6.068,5.632,58.85,77.57,809,53,0,5652,05,N35
1885,48,H2NH03032,332.5,70.3,6.061,5.649,58.86,78.05,1475,53,0,5655,05,N35
1886,48,H2NH03029,332.2,70.4,6.04,5.644,58.85,78.18,1211,53,0,5658,05,N35
1887,48,H2NH03031,331.6,70.4,6.06,5.64,58.79,77.74,1045,53,0,5661,05,N35
1888,48,H2NH03030,332.7,70.4,6.065,5.644,58.94,77.94,1227,53,0,5664,05,N35
1889,48,H2NH03028,331.5,70.4,6.053,5.641,58.78,77.81,1078,53,0,5667,05,N35
1890,48,H2NH03033,331.9,70.3,6.053,5.644,58.82,77.96,1204,53,0,5670,05,N35
1891,48,H2NH03034,332.2,70.3,6.045,5.644,58.86,78.13,1212,53,0,5673,05,N35
1892,48,H2NH03035,332,70.3,6.031,5.644,58.83,78.29,1205,53,0,5676,05,N35
1893,48,H2NH03040,332.5,70.6,6.051,5.635,59.01,77.84,903,53,0,5679,05,N34
1894,48,H2NH03041,332.3,70.6,6.036,5.629,59.03,77.97,746,53,0,5682,05,N27
1895,48,H2NH03042,332.3,70.6,6.062,5.63,59.02,77.69,771,53,0,5685,05,N27
1896,48,H2NH03037,331.5,70.3,6.049,5.644,58.73,77.92,1196,53,0,5688,05,N34
1897,48,H2NH03038,331.2,70.3,6.053,5.638,58.75,77.81,968,53,0,5691,05,N34
1898,48,H2NH03017,332.7,70.4,6.061,5.643,58.96,77.96,1173,53,0,5694,05,N34
1899,48,H2NH03019,332.4,70.4,6.053,5.646,58.88,78.02,1325,53,0,5697,05,N34
1900,48,H2NH03027,331.8,70.4,6.04,5.643,58.81,78.08,1156,53,0,5700,05,N34
1901,48,H2NH03026,332.6,70.4,6.053,5.644,58.93,78.09,1226,53,0,5703,05,N34
1902,48,H2NH03022,333.3,70.4,6.071,5.647,59.02,77.93,1389,53,0,5706,05,N34
1903,48,H2NH03021,333.2,70.4,6.058,5.643,59.04,78.09,1175,53,0,5709,05,N34
1904,48,H2NH02913,331.7,70.3,6.059,5.637,58.84,77.83,943,53,0,5712,05,N34
1905,48,H2NH03025,332.7,70.3,6.041,5.646,58.92,78.31,1328,53,0,5715,05,N34
1906,48,H2NH03024,331.9,70.4,6.058,5.647,58.79,77.86,1366,53,0,5718,05,N34
1907,48,H2NH03023,332.9,70.3,6.068,5.647,58.94,77.99,1384,53,0,5721,05,N32
1908,48,H2NH03018,332.8,70.5,6.055,5.641,58.99,78,1102,53,0,5724,05,N32
1909,48,H2NH03016,333.2,70.4,6.057,5.644,59.03,78.09,1234,53,0,5727,05,N32
1910,48,H2NH03015,332.9,70.4,6.053,5.642,59,78.11,1135,53,0,5730,05,N32
1911,48,H2NH03020,332.7,70.4,6.076,5.647,58.92,77.82,1381,53,0,5733,05,N32
1912,48,H2NH03014,333.3,70.3,6.075,5.651,58.98,78,1572,53,0,5736,05,N32
1913,48,H2NH02881,332.3,70.3,6.064,5.644,58.87,77.9,1216,53,0,5739,05,N32
1914,48,H2NH03013,332.8,70.4,6.068,5.65,58.91,77.92,1520,53,0,5742,05,N32
1915,48,H2NH03012,332.2,70.3,6.056,5.646,58.84,78.05,1321,53,0,5745,05,N32
1916,48,H2NH03008,331.8,70.4,6.058,5.642,58.8,77.84,1118,53,0,5748,05,N32
1917,48,H2NH03007,331.9,70.3,6.06,5.646,58.79,77.91,1315,53,0,5751,05,N32
1918,48,H2NH03011,331.3,70.3,6.051,5.638,58.76,77.84,969,53,0,5754,05,N32
1919,48,H2NH03010,331.2,70.3,6.055,5.643,58.69,77.77,1151,53,0,5757,12,S77
1920,48,H1NE05746,335,70.7,6.09,5.659,59.19,77.78,1915,53,0,5760,06,N51
1921,49,H2NH02690,332,70.6,6.073,5.644,58.81,77.41,1206,50,0,5763,06,N50
1922,49,H2NH02691,331.7,70.5,6.068,5.649,58.72,77.53,1463,50,0,5766,06,N50
1923,49,H2NH02687,332,70.3,6.079,5.649,58.77,77.68,1466,50,0,5769,06,N50
1924,49,H2NH02692,332.1,70.5,6.054,5.642,58.87,77.82,1122,50,0,5772,06,N50
1925,49,H2NH02688,331.3,70.4,6.055,5.64,58.74,77.77,1042,50,0,5775,06,N44
1926,49,H2NH02689,332,70.5,6.069,5.649,58.77,77.62,1467,50,0,5778,06,N50
1927,49,H2NH02693,332.1,70.4,6.059,5.64,58.88,77.81,1050,50,0,5781,06,N44
1928,49,H2NH02694,332.1,70.4,6.053,5.642,58.87,77.92,1123,50,0,5784,06,N50
1929,49,H2NH02680,331.4,70.4,6.052,5.64,58.76,77.76,1043,50,0,5787,06,N44
1930,49,H2NH02663,332.3,70.4,6.066,5.641,58.9,77.81,1090,50,0,5790,06,N50
1931,49,H2NH02654,332.3,70.4,6.08,5.646,58.86,77.66,1322,50,0,5793,06,N50
1932,49,H2NH02641,332.4,70.5,6.079,5.649,58.85,77.59,1472,50,0,5796,06,N50
1933,49,H2NH02653,332.2,70.3,6.078,5.645,58.86,77.72,1265,50,0,5799,06,N41
1934,49,H2NH02652,331.9,70.3,6.086,5.648,58.77,77.62,1410,50,0,5802,06,N41
1935,49,H2NH02659,331.6,70.2,6.066,5.64,58.79,77.84,1046,50,0,5805,06,N44
1936,49,H2NH02658,332.3,70.3,6.076,5.647,58.84,77.77,1373,50,0,5808,06,N41
1937,49,H2NH02665,333.8,70.5,6.085,5.65,59.07,77.83,1531,50,0,5811,06,N41
1938,49,H2NH02643,331.8,70.4,6.082,5.657,58.66,77.52,1826,50,0,5814,06,N51
1939,49,H2NH02667,332.4,70.6,6.074,5.648,58.84,77.55,1419,50,0,5817,06,N41
1940,49,H2NH02668,332.4,70.6,6.083,5.645,58.87,77.42,1271,50,0,5820,06,N41
1941,49,H2NH02666,332.6,70.4,6.075,5.643,58.94,77.73,1169,50,0,5823,06,N41
1942,49,H2NH02660,331.7,70.3,6.082,5.649,58.72,77.57,1464,50,0,5826,06,N41
1943,49,H2NH02661,331.3,70.3,6.081,5.635,58.79,77.46,889,50,0,5829,06,N44
1944,49,H2NH02655,331.9,70.3,6.08,5.643,58.81,77.59,1158,50,0,5832,06,N41
1945,49,H2NH02673,332.2,70.5,6.065,5.644,58.86,77.72,1213,50,0,5835,06,N41
1946,49,H2NH02664,332.4,70.5,6.064,5.633,59,77.77,850,50,0,5838,06,N41
1947,49,H2NH02674,332.5,70.5,6.042,5.637,58.99,78.05,953,50,0,5841,06,N41
1948,49,H2NH02669,332.3,70.5,6.056,5.646,58.85,77.8,1323,50,0,5844,06,N41
1949,49,H2NH02657,331.5,70.2,6.083,5.649,58.67,77.62,1459,50,0,5847,06,N49
1950,49,H2NH02646,331.6,70.4,6.088,5.651,58.68,77.4,1561,50,0,5850,06,N49
1951,49,H2NH02671,332.5,70.7,6.07,5.64,58.95,77.52,1064,50,0,5853,06,N49
1952,49,H2NH02672,332.2,70.6,6.06,5.64,58.89,77.63,1056,50,0,5856,06,N49
1953,49,H2NH02676,331.5,70.4,6.056,5.649,58.69,77.76,1460,50,0,5859,06,N49
1954,49,H2NH02678,331.4,70.3,6.066,5.658,58.57,77.67,1861,50,0,5862,06,N51
1955,49,H2NH02679,331.6,70.5,6.058,5.641,58.78,77.69,1080,50,0,5865,06,N49
1956,49,H2NH02675,331.9,70.5,6.064,5.64,58.84,77.67,1048,50,0,5868,06,N49
1957,49,H2NH02670,331.8,70.7,6.063,5.638,58.85,77.44,974,50,0,5871,06,N49
1958,49,H2NH02677,331.7,70.4,6.081,5.655,58.65,77.52,1744,50,0,5874,06,N51
1959,49,H2NH02662,332.5,70.4,6.078,5.645,58.91,77.73,1275,50,0,5877,06,N49
1960,49,GXNH05374,332.9,70.7,6.055,5.63,59.12,77.72,773,50,0,5880,06,N43
1961,50,H2NH02744,331.8,70.4,6.076,5.644,58.8,77.55,1202,51,0,5883,06,N49
1962,50,H2NH02741,331.1,70.3,6.069,5.649,58.61,77.56,1456,51,0,5886,06,N49
1963,50,H2NH02734,332.1,70.5,6.064,5.64,58.88,77.65,1051,51,0,5889,06,N49
1964,50,H2NH02714,332.4,70.6,6.06,5.645,58.88,77.64,1272,51,0,5892,06,N49
1965,50,H2NH02715,333.1,70.7,6.062,5.641,59.04,77.73,1106,51,0,5895,06,N43
1966,50,H2NH02716,332.3,70.6,6.062,5.647,58.85,77.67,1374,51,0,5898,06,N43
1967,50,H2NH02717,332.6,70.7,6.066,5.646,58.91,77.61,1327,51,0,5901,06,N43
1968,50,H2NH02718,332.2,70.4,6.066,5.647,58.83,77.75,1371,51,0,5904,06,N43
1969,50,H2NH02719,331.1,70.3,6.078,5.643,58.68,77.5,1149,51,0,5907,06,N43
1970,50,H2NH02722,332,70.4,6.057,5.638,58.87,77.8,979,51,0,5910,06,N43
1971,50,H2NH02721,332.2,70.4,6.056,5.645,58.84,77.97,1266,51,0,5913,06,N43
1972,50,H2NH02723,331.9,70.6,6.054,5.634,58.9,77.7,868,51,0,5916,06,N43
1973,50,H2NH02724,332.4,70.6,6.037,5.645,58.89,78.04,1273,51,0,5919,06,N43
1974,50,H2NH02720,332.1,70.4,6.048,5.646,58.82,77.99,1318,51,0,5922,06,N43
1975,50,H2NH02727,332.2,70.4,6.056,5.648,58.82,77.88,1417,51,0,5925,06,N43
1976,50,H2NH02726,331.8,70.4,6.063,5.653,58.69,77.73,1652,51,0,5928,06,N52
1977,50,H2NH02725,331.1,70.5,6.05,5.644,58.67,77.63,1192,51,0,5931,06,N43
1978,50,H2NH02713,332.8,70.7,6.079,5.65,58.9,77.49,1521,51,0,5934,06,N52
1979,50,H2NH02697,331.8,70.4,6.061,5.646,58.77,77.73,1314,51,0,5937,06,N52
1980,50,H2NH02698,332.3,70.5,6.067,5.651,58.8,77.7,1564,51,0,5940,06,N52
1981,50,H2NH02700,332.3,70.7,6.043,5.642,58.9,77.78,1127,51,0,5943,06,N52
1982,50,H2NH02701,332,70.5,6.052,5.644,58.82,77.81,1207,51,0,5946,06,N52
1983,50,H2NH02702,331.1,70.4,6.041,5.647,58.62,77.89,1357,51,0,5949,06,N52
1984,50,H2NH02699,332.3,70.6,6.054,5.645,58.87,77.78,1268,51,0,5952,06,N52
1985,50,H2NH02703,331.2,70.4,6.049,5.649,58.63,77.79,1457,51,0,5955,06,N52
1986,50,H2NH02706,331.5,70.5,6.068,5.646,58.71,77.55,1309,51,0,5958,06,N52
1987,50,H2NH02707,331.6,70.5,6.064,5.649,58.69,77.57,1461,51,0,5961,06,N52
1988,50,H2NH02708,331.8,70.6,6.06,5.638,58.85,77.53,975,51,0,5964,06,N52
1989,50,H2NH02709,332.3,70.7,6.049,5.64,58.92,77.68,1058,51,0,5967,06,N52
1990,50,H2NH02710,331.7,70.7,6.053,5.643,58.78,77.54,1155,51,0,5970,06,N45
1991,50,H2NH02711,331.8,70.7,6.06,5.634,58.88,77.4,867,51,0,5973,06,N45
